RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,0%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 230/230 VDD_SYS_DDR 706/706
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.4C Tdiode@41.25C VDD_SYS_GPU 2450/1598 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4039 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.25C VDD_SYS_GPU 2450/1605 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4047 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.25C VDD_SYS_GPU 2450/1613 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4055 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.25C VDD_SYS_GPU 2450/1620 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4062 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.25C VDD_SYS_GPU 2450/1628 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4070 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1635 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4078 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1642 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4085 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1649 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4092 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1655 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4099 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,14%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1662 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4106 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1669 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4113 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/732
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,16%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1675 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4120 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1681 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4127 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1688 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4134 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,16%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1694 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4140 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1700 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4146 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1706 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4153 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1712 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4159 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1717 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4165 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1723 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4171 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1729 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4177 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1734 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4182 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/733
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1740 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4188 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1745 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4194 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1750 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4199 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1755 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4204 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1761 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4210 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1766 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4215 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1771 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4220 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1775 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4225 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1780 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4230 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1785 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4235 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1790 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4240 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,14%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@41.5C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1794 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4245 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1799 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4250 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/734
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1803 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4255 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1808 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4260 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1812 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4264 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1816 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4269 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1821 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4273 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1825 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4278 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1829 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4282 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1833 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4286 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1837 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4291 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1841 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4295 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1845 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4299 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1849 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4303 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1853 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4307 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2451/1857 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4311 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1860 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4315 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,16%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2451/1864 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4319 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/735
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [37%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2451/1868 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4323 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1871 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4327 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1875 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4331 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
